Bloques,Sujeto,Tiempo,ClaveEn,Clave,Emocion,NumEmocion,Respuesta,Tiempo_Respuesta,Res_C_I
Bloque1,116,2.5,Al28_7,Al28,Alegria,1,Afirmacion,0.399931192,1
Bloque1,116,0.25,Al75_7,Al75,Alegria,1,Afirmacion,0.550254166,1
Bloque1,116,0.25,En75_10,En75,Enojo,2,Afirmacion,0.483723551,2
Bloque1,116,2.5,En28_8,En28,Enojo,2,Afirmacion,0.600244641,2
Bloque1,116,0.25,Tr75_6,Tr75,Tristeza,3,Ruego,1.683181047,1
Bloque1,116,0.25,Al78_4,Al78,Alegria,1,Afirmacion,0.750348091,1
Bloque1,116,2.5,Al19_13,Al19,Alegria,1,Afirmacion,0.350309342,1
Bloque1,116,0.25,Al78_15,Al78,Alegria,1,Afirmacion,0.500117838,1
Bloque1,116,2.5,En19_4,En19,Enojo,2,Afirmacion,0.450350046,2
Bloque1,116,2.5,En75_9,En75,Enojo,2,Afirmacion,0.75020659,2
Bloque1,116,0.25,En78_8,En78,Enojo,2,Afirmacion,0.433792472,2
Bloque1,116,0.25,Tr75_12,Tr75,Tristeza,3,Afirmacion,0.850253999,2
Bloque1,117,0.25,Tr28_2,Tr28,Tristeza,3,Ruego,0.45030719,1
Bloque1,117,2.5,En75_12,En75,Enojo,2,Exigencia,0.600269198,1
Bloque1,117,0.25,Al78_11,Al78,Alegria,1,Afirmacion,0.350288361,1
Bloque1,117,0.25,Al78_8,Al78,Alegria,1,Afirmacion,0.333710253,1
Bloque1,117,0.25,En28_6,En28,Enojo,2,Exigencia,0.383717686,1
Bloque1,117,0.25,Al19_14,Al19,Alegria,1,Afirmacion,0.333978891,1
Bloque1,117,2.5,En78_1,En78,Enojo,2,Ruego,0.450235784,2
Bloque1,117,2.5,Al78_15,Al78,Alegria,1,Afirmacion,0.333687961,1
Bloque1,117,0.25,Al75_14,Al75,Alegria,1,Exigencia,0.383807361,2
Bloque1,117,2.5,Al75_2,Al75,Alegria,1,Ruego,1.166891694,2
Bloque1,117,0.25,En75_12,En75,Enojo,2,Ruego,0.700209916,2
Bloque1,117,2.5,Tr78_8,Tr78,Tristeza,3,Ruego,0.766568303,1
Bloque1,117,0.25,Tr78_15,Tr78,Tristeza,3,Ruego,0.450300962,1
Bloque1,117,0.25,Tr78_5,Tr78,Tristeza,3,Ruego,0.383833259,1
Bloque1,117,2.5,Al19_5,Al19,Alegria,1,Afirmacion,0.433710814,1
Bloque1,117,2.5,Tr75_10,Tr75,Tristeza,3,Ruego,0.400260061,1
Bloque1,117,2.5,Tr75_4,Tr75,Tristeza,3,Ruego,0.400366277,1
Bloque1,117,0.25,Tr28_5,Tr28,Tristeza,3,Ruego,0.750181198,1
Bloque1,117,0.25,En75_11,En75,Enojo,2,Exigencia,0.500409663,1
Bloque1,117,0.25,Al75_6,Al75,Alegria,1,Afirmacion,0.38379845,1
Bloque1,117,0.25,En78_1,En78,Enojo,2,Ruego,0.650556803,2
Bloque1,117,2.5,Tr19_4,Tr19,Tristeza,3,Exigencia,0.550321102,2
Bloque1,117,0.25,Tr28_11,Tr28,Tristeza,3,Ruego,0.400307834,1
Bloque1,117,0.25,Al19_7,Al19,Alegria,1,Afirmacion,0.500190973,1
Bloque1,117,0.25,En28_1,En28,Enojo,2,Exigencia,0.650250256,1
Bloque1,117,0.25,Tr19_6,Tr19,Tristeza,3,Exigencia,0.300239891,2
Bloque1,117,0.25,Tr78_7,Tr78,Tristeza,3,Ruego,0.816634595,1
Bloque1,117,2.5,Tr19_15,Tr19,Tristeza,3,Exigencia,1.516681194,2
Bloque1,117,2.5,Al28_4,Al28,Alegria,1,Afirmacion,0.450376362,1
Bloque1,117,2.5,Tr78_5,Tr78,Tristeza,3,Ruego,0.383772105,1
Bloque1,117,2.5,Tr28_12,Tr28,Tristeza,3,Ruego,0.85026294,1
Bloque1,117,0.25,Al28_2,Al28,Alegria,1,Afirmacion,0.55003953,1
Bloque1,117,0.25,En19_8,En19,Enojo,2,Exigencia,0.950257242,1
Bloque1,117,0.25,Tr19_9,Tr19,Tristeza,3,Exigencia,0.433580488,2
Bloque1,117,2.5,Al78_10,Al78,Alegria,1,Afirmacion,0.383756042,1
Bloque1,117,2.5,Al75_15,Al75,Alegria,1,Exigencia,0.966794729,2
Bloque1,117,2.5,Tr28_6,Tr28,Tristeza,3,Ruego,1.51662004,1
Bloque1,117,0.25,Tr75_14,Tr75,Tristeza,3,Ruego,0.383781493,1
Bloque1,117,2.5,En75_13,En75,Enojo,2,Ruego,0.600204468,2
Bloque1,117,2.5,Tr75_8,Tr75,Tristeza,3,Ruego,0.700251877,1
Bloque1,117,0.25,En75_7,En75,Enojo,2,Ruego,0.383615941,2
Bloque1,117,2.5,Tr19_10,Tr19,Tristeza,3,Afirmacion,1.466832161,2
Bloque1,117,2.5,Tr19_2,Tr19,Tristeza,3,Exigencia,0.333720982,2
Bloque1,117,0.25,Tr75_15,Tr75,Tristeza,3,Exigencia,0.81686306,2
Bloque1,117,0.25,En19_1,En19,Enojo,2,Exigencia,0.550419748,1
Bloque1,117,0.25,Tr78_2,Tr78,Tristeza,3,Ruego,0.600242853,1
Bloque1,117,2.5,Al19_9,Al19,Alegria,1,Afirmacion,0.383732408,1
Bloque1,117,2.5,Tr28_11,Tr28,Tristeza,3,Ruego,0.500238717,1
Bloque1,117,2.5,En78_6,En78,Enojo,2,Ruego,0.549981058,2
Bloque1,117,2.5,Al28_14,Al28,Alegria,1,Afirmacion,0.400351554,1
Bloque1,117,0.25,Tr19_10,Tr19,Tristeza,3,Afirmacion,0.350312024,2
Bloque1,117,2.5,En19_2,En19,Enojo,2,Ruego,0.400331914,2
Bloque1,117,0.25,En78_5,En78,Enojo,2,Ruego,0.350409746,2
Bloque1,117,2.5,Al75_5,Al75,Alegria,1,Ruego,0.283607811,2
Bloque1,117,0.25,En28_9,En28,Enojo,2,Exigencia,0.500103533,1
Bloque1,117,2.5,Tr19_1,Tr19,Tristeza,3,Afirmacion,0.350297302,2
Bloque1,117,0.25,Al28_3,Al28,Alegria,1,Afirmacion,0.350379407,1
Bloque1,117,0.25,En28_5,En28,Enojo,2,Exigencia,0.350307107,1
Bloque1,117,2.5,Tr78_15,Tr78,Tristeza,3,Ruego,0.550488889,1
Bloque1,117,0.25,Al78_10,Al78,Alegria,1,Afirmacion,0.400287747,1
Bloque1,117,0.25,Tr75_7,Tr75,Tristeza,3,Ruego,0.650362253,1
Bloque1,117,0.25,Tr75_5,Tr75,Tristeza,3,Exigencia,0.533598423,2
Bloque1,117,0.25,En75_14,En75,Enojo,2,Ruego,0.550289452,2
Bloque1,117,0.25,En75_2,En75,Enojo,2,Ruego,0.483640552,2
Bloque1,117,0.25,Al78_6,Al78,Alegria,1,Afirmacion,0.550272942,1
Bloque1,117,0.25,Tr75_4,Tr75,Tristeza,3,Ruego,0.400345743,1
Bloque1,117,0.25,Tr75_3,Tr75,Tristeza,3,Exigencia,0.500365496,2
Bloque1,117,0.25,Al28_10,Al28,Alegria,1,Afirmacion,0.601035357,1
Bloque1,117,0.25,Tr28_12,Tr28,Tristeza,3,Ruego,0.917296052,1
Bloque1,117,0.25,Tr75_10,Tr75,Tristeza,3,Ruego,0.333783895,1
Bloque1,117,0.25,Al28_8,Al28,Alegria,1,Afirmacion,0.333741069,1
Bloque1,117,0.25,En78_14,En78,Enojo,2,Ruego,0.400303364,2
Bloque1,117,2.5,Tr78_9,Tr78,Tristeza,3,Ruego,0.800246179,1
Bloque1,117,0.25,Al19_3,Al19,Alegria,1,Afirmacion,0.350176364,1
Bloque1,117,0.25,Tr78_6,Tr78,Tristeza,3,Ruego,0.650405526,1
Bloque1,117,0.25,Tr28_8,Tr28,Tristeza,3,Ruego,0.500288725,1
Bloque1,117,2.5,En78_9,En78,Enojo,2,Exigencia,1.016815901,1
Bloque1,117,2.5,Al28_6,Al28,Alegria,1,Afirmacion,0.350256234,1
Bloque1,117,2.5,Tr78_6,Tr78,Tristeza,3,Ruego,0.600295484,1
Bloque1,117,2.5,Al78_2,Al78,Alegria,1,Afirmacion,0.700309455,1
Bloque1,117,2.5,Al28_10,Al28,Alegria,1,Afirmacion,0.333775431,1
Bloque1,117,2.5,Al19_15,Al19,Alegria,1,Afirmacion,0.400299788,1
Bloque1,117,0.25,Tr19_5,Tr19,Tristeza,3,Exigencia,0.400339067,2
Bloque1,117,0.25,Al75_12,Al75,Alegria,1,Afirmacion,0.300339848,1
Bloque1,117,2.5,En78_3,En78,Enojo,2,Ruego,0.40030247,2
Bloque1,117,2.5,Tr75_5,Tr75,Tristeza,3,Ruego,0.30033049,1
Bloque1,117,2.5,En28_2,En28,Enojo,2,Exigencia,0.350319594,1
Bloque1,117,0.25,Tr28_9,Tr28,Tristeza,3,Ruego,0.600170553,1
Bloque1,117,0.25,Tr78_9,Tr78,Tristeza,3,Ruego,0.300321579,1
Bloque1,117,2.5,Tr75_12,Tr75,Tristeza,3,Ruego,0.38376677,1
Bloque1,117,2.5,En78_11,En78,Enojo,2,Ruego,0.700200558,2
Bloque1,117,2.5,Al75_14,Al75,Alegria,1,Exigencia,0.700385749,2
Bloque1,117,0.25,Tr19_7,Tr19,Tristeza,3,Exigencia,0.450367451,2
Bloque1,117,0.25,En75_5,En75,Enojo,2,Exigencia,0.450283557,1
Bloque1,117,2.5,En19_14,En19,Enojo,2,Exigencia,1.116793752,1
Bloque1,117,0.25,Al75_2,Al75,Alegria,1,Afirmacion,0.433773279,1
Bloque1,117,2.5,Tr28_10,Tr28,Tristeza,3,Ruego,0.600257993,1
Bloque1,117,2.5,Al78_3,Al78,Alegria,1,Afirmacion,0.33378613,1
Bloque1,117,2.5,En75_3,En75,Enojo,2,Ruego,0.433836639,2
Bloque1,117,2.5,Tr75_3,Tr75,Tristeza,3,Ruego,0.550211787,1
Bloque1,117,2.5,Tr75_7,Tr75,Tristeza,3,Ruego,0.350309342,1
Bloque1,117,2.5,Tr19_14,Tr19,Tristeza,3,Exigencia,1.016823053,2
Bloque1,117,2.5,En78_5,En78,Enojo,2,Exigencia,0.450238466,1
Bloque1,117,2.5,Al78_12,Al78,Alegria,1,Afirmacion,0.333757132,1
Bloque1,117,2.5,Al28_13,Al28,Alegria,1,Afirmacion,0.284029514,1
Bloque1,117,2.5,En28_4,En28,Enojo,2,Exigencia,1.517062306,1
Bloque1,117,0.25,Al28_7,Al28,Alegria,1,Afirmacion,0.399937004,1
Bloque1,117,0.25,Al78_12,Al78,Alegria,1,Afirmacion,0.450280428,1
Bloque1,117,2.5,Al28_7,Al28,Alegria,1,Afirmacion,0.350044727,1
Bloque1,117,0.25,Al75_7,Al75,Alegria,1,Afirmacion,0.40034306,1
Bloque1,117,0.25,En75_10,En75,Enojo,2,Ruego,0.399956167,2
Bloque1,117,2.5,En28_8,En28,Enojo,2,Exigencia,0.500265062,1
Bloque1,117,0.25,Tr75_6,Tr75,Tristeza,3,Ruego,0.650250673,1
Bloque1,117,0.25,Al78_4,Al78,Alegria,1,Afirmacion,0.350334764,1
Bloque1,117,2.5,Al19_13,Al19,Alegria,1,Afirmacion,0.333641529,1
Bloque1,117,0.25,Al78_15,Al78,Alegria,1,Afirmacion,0.333613873,1
Bloque1,117,2.5,En19_4,En19,Enojo,2,Exigencia,0.383808702,1
Bloque1,117,2.5,En75_9,En75,Enojo,2,Ruego,1.116780758,2
Bloque1,117,0.25,En78_8,En78,Enojo,2,Exigencia,0.700124264,1
Bloque1,117,0.25,Tr75_12,Tr75,Tristeza,3,Exigencia,0.333765149,2
Bloque1,118,0.25,Tr28_2,Tr28,Tristeza,3,Exigencia,3.365711927,2
Bloque1,118,2.5,En75_12,En75,Enojo,2,Exigencia,1.582787395,1
Bloque1,118,0.25,Al78_11,Al78,Alegria,1,Ruego,2.815931797,2
Bloque1,118,0.25,Al78_8,Al78,Alegria,1,Ruego,1.316774726,2
Bloque1,118,0.25,En28_6,En28,Enojo,2,Exigencia,2.083387613,1
Bloque1,118,0.25,Al19_14,Al19,Alegria,1,Afirmacion,5.148947716,1
Bloque1,118,2.5,En78_1,En78,Enojo,2,Exigencia,4.182432652,1
Bloque1,118,2.5,Al78_15,Al78,Alegria,1,Ruego,7.314873695,2
Bloque1,118,0.25,Al75_14,Al75,Alegria,1,Afirmacion,1.21659708,1
Bloque1,118,2.5,Al75_2,Al75,Alegria,1,Ruego,1.366900802,2
Bloque1,118,0.25,En75_12,En75,Enojo,2,Exigencia,1.266360283,1
Bloque1,118,2.5,Tr78_8,Tr78,Tristeza,3,Exigencia,1.166663647,2
Bloque1,118,0.25,Tr78_15,Tr78,Tristeza,3,Ruego,3.166050911,1
Bloque1,118,0.25,Tr78_5,Tr78,Tristeza,3,Ruego,9.980376244,1
Bloque1,118,2.5,Al19_5,Al19,Alegria,1,Afirmacion,4.849023819,1
Bloque1,118,2.5,Tr75_10,Tr75,Tristeza,3,Exigencia,1.983494163,2
Bloque1,118,2.5,Tr75_4,Tr75,Tristeza,3,Ruego,1.166502118,1
Bloque1,118,0.25,Tr28_5,Tr28,Tristeza,3,Ruego,3.732597589,1
Bloque1,118,0.25,En75_11,En75,Enojo,2,Exigencia,0.85011524,1
Bloque1,118,0.25,Al75_6,Al75,Alegria,1,Afirmacion,0.916764975,1
Bloque1,118,0.25,En78_1,En78,Enojo,2,Exigencia,1.016811967,1
Bloque1,118,2.5,Tr19_4,Tr19,Tristeza,3,Ruego,2.283084869,1
Bloque1,118,0.25,Tr28_11,Tr28,Tristeza,3,Exigencia,6.032036304,2
Bloque1,118,0.25,Al19_7,Al19,Alegria,1,Afirmacion,1.166772127,1
Bloque1,118,0.25,En28_1,En28,Enojo,2,Exigencia,2.749648809,1
Bloque1,118,0.25,Tr19_6,Tr19,Tristeza,3,Afirmacion,1.100090623,2
Bloque1,118,0.25,Tr78_7,Tr78,Tristeza,3,Ruego,0.700220168,1
Bloque1,118,2.5,Tr19_15,Tr19,Tristeza,3,Afirmacion,2.633235216,2
Bloque1,118,2.5,Al28_4,Al28,Alegria,1,Afirmacion,3.466099024,1
Bloque1,118,2.5,Tr78_5,Tr78,Tristeza,3,Ruego,1.166511536,1
Bloque1,118,2.5,Tr28_12,Tr28,Tristeza,3,Ruego,0.800352335,1
Bloque1,118,0.25,Al28_2,Al28,Alegria,1,Afirmacion,0.750238717,1
Bloque1,118,0.25,En19_8,En19,Enojo,2,Exigencia,0.700201869,1
Bloque1,118,0.25,Tr19_9,Tr19,Tristeza,3,Afirmacion,0.950200558,2
Bloque1,118,2.5,Al78_10,Al78,Alegria,1,Afirmacion,0.900242686,1
Bloque1,118,2.5,Al75_15,Al75,Alegria,1,Ruego,4.898924828,2
Bloque1,118,2.5,Tr28_6,Tr28,Tristeza,3,Exigencia,1.066913486,2
Bloque1,118,0.25,Tr75_14,Tr75,Tristeza,3,Exigencia,0.700442851,2
Bloque1,118,2.5,En75_13,En75,Enojo,2,Exigencia,0.800430894,1
Bloque1,118,2.5,Tr75_8,Tr75,Tristeza,3,Ruego,0.850299954,1
Bloque1,118,0.25,En75_7,En75,Enojo,2,Exigencia,1.216801405,1
Bloque1,118,2.5,Tr19_10,Tr19,Tristeza,3,Afirmacion,0.867112339,2
Bloque1,118,2.5,Tr19_2,Tr19,Tristeza,3,Afirmacion,0.550243497,2
Bloque1,118,0.25,Tr75_15,Tr75,Tristeza,3,Ruego,2.699702501,1
Bloque1,118,0.25,En19_1,En19,Enojo,2,Exigencia,1.783268213,1
Bloque1,118,0.25,Tr78_2,Tr78,Tristeza,3,Ruego,0.849888086,1
Bloque1,118,2.5,Al19_9,Al19,Alegria,1,Afirmacion,1.266719103,1
Bloque1,118,2.5,Tr28_11,Tr28,Tristeza,3,Ruego,0.70011574,1
Bloque1,118,2.5,En78_6,En78,Enojo,2,Exigencia,1.066809535,1
Bloque1,118,2.5,Al28_14,Al28,Alegria,1,Afirmacion,3.116065979,1
Bloque1,118,0.25,Tr19_10,Tr19,Tristeza,3,Ruego,7.831306934,1
Bloque1,118,2.5,En19_2,En19,Enojo,2,Exigencia,0.80022341,1
Bloque1,118,0.25,En78_5,En78,Enojo,2,Exigencia,0.750238299,1
Bloque1,118,2.5,Al75_5,Al75,Alegria,1,Afirmacion,0.700408936,1
Bloque1,118,0.25,En28_9,En28,Enojo,2,Exigencia,0.650325656,1
Bloque1,118,2.5,Tr19_1,Tr19,Tristeza,3,Afirmacion,0.900285482,2
Bloque1,118,0.25,Al28_3,Al28,Alegria,1,Ruego,1.216873288,2
Bloque1,118,0.25,En28_5,En28,Enojo,2,Exigencia,0.850571752,1
Bloque1,118,2.5,Tr78_15,Tr78,Tristeza,3,Ruego,0.800321579,1
Bloque1,118,0.25,Al78_10,Al78,Alegria,1,Afirmacion,0.816851497,1
Bloque1,118,0.25,Tr75_7,Tr75,Tristeza,3,Ruego,5.149031162,1
Bloque1,118,0.25,Tr75_5,Tr75,Tristeza,3,Ruego,0.450328171,1
Bloque1,118,0.25,En75_14,En75,Enojo,2,Exigencia,0.816897452,1
Bloque1,118,0.25,En75_2,En75,Enojo,2,Exigencia,0.800173879,1
Bloque1,118,0.25,Al78_6,Al78,Alegria,1,Afirmacion,1.26666379,1
Bloque1,118,0.25,Tr75_4,Tr75,Tristeza,3,Ruego,0.766853869,1
Bloque1,118,0.25,Tr75_3,Tr75,Tristeza,3,Ruego,2.549739122,1
Bloque1,118,0.25,Al28_10,Al28,Alegria,1,Afirmacion,1.483285785,1
Bloque1,118,0.25,Tr28_12,Tr28,Tristeza,3,Ruego,1.366667867,1
Bloque1,118,0.25,Tr75_10,Tr75,Tristeza,3,Afirmacion,1.516655803,2
Bloque1,118,0.25,Al28_8,Al28,Alegria,1,Afirmacion,8.947813988,1
Bloque1,118,0.25,En78_14,En78,Enojo,2,Exigencia,0.766823113,1
Bloque1,118,2.5,Tr78_9,Tr78,Tristeza,3,Ruego,0.800206006,1
Bloque1,118,0.25,Al19_3,Al19,Alegria,1,Afirmacion,5.115468979,1
Bloque1,118,0.25,Tr78_6,Tr78,Tristeza,3,Ruego,0.900099397,1
Bloque1,118,0.25,Tr28_8,Tr28,Tristeza,3,Ruego,1.266781092,1
Bloque1,118,2.5,En78_9,En78,Enojo,2,Exigencia,0.800231397,1
Bloque1,118,2.5,Al28_6,Al28,Alegria,1,Afirmacion,2.033268213,1
Bloque1,118,2.5,Tr78_6,Tr78,Tristeza,3,Ruego,0.750216424,1
Bloque1,118,2.5,Al78_2,Al78,Alegria,1,Afirmacion,3.76606679,1
Bloque1,118,2.5,Al28_10,Al28,Alegria,1,Afirmacion,1.166547656,1
Bloque1,118,2.5,Al19_15,Al19,Alegria,1,Afirmacion,2.349767685,1
Bloque1,118,0.25,Tr19_5,Tr19,Tristeza,3,Ruego,2.083126068,1
Bloque1,118,0.25,Al75_12,Al75,Alegria,1,Afirmacion,1.833093047,1
Bloque1,118,2.5,En78_3,En78,Enojo,2,Exigencia,0.816931367,1
Bloque1,118,2.5,Tr75_5,Tr75,Tristeza,3,Ruego,1.416771293,1
Bloque1,118,2.5,En28_2,En28,Enojo,2,Exigencia,1.000015616,1
Bloque1,118,0.25,Tr28_9,Tr28,Tristeza,3,Ruego,2.582974434,1
Bloque1,118,0.25,Tr78_9,Tr78,Tristeza,3,Ruego,0.483736068,1
Bloque1,118,2.5,Tr75_12,Tr75,Tristeza,3,Ruego,1.116743326,1
Bloque1,118,2.5,En78_11,En78,Enojo,2,Exigencia,2.749540329,1
Bloque1,118,2.5,Al75_14,Al75,Alegria,1,Afirmacion,3.416046143,1
Bloque1,118,0.25,Tr19_7,Tr19,Tristeza,3,Afirmacion,8.397702217,2
Bloque1,118,0.25,En75_5,En75,Enojo,2,Exigencia,1.616723657,1
Bloque1,118,2.5,En19_14,En19,Enojo,2,Exigencia,0.950352252,1
Bloque1,118,0.25,Al75_2,Al75,Alegria,1,Ruego,14.19624329,2
Bloque1,118,2.5,Tr28_10,Tr28,Tristeza,3,Afirmacion,1.116704941,2
Bloque1,118,2.5,Al78_3,Al78,Alegria,1,Afirmacion,5.215226173,1
Bloque1,118,2.5,En75_3,En75,Enojo,2,Exigencia,0.650262773,1
Bloque1,118,2.5,Tr75_3,Tr75,Tristeza,3,Ruego,2.233041763,1
Bloque1,118,2.5,Tr75_7,Tr75,Tristeza,3,Ruego,2.2497015,1
Bloque1,118,2.5,Tr19_14,Tr19,Tristeza,3,Ruego,4.815703392,1
Bloque1,118,2.5,En78_5,En78,Enojo,2,Exigencia,1.733309865,1
Bloque1,118,2.5,Al78_12,Al78,Alegria,1,Afirmacion,3.715943813,1
Bloque1,118,2.5,Al28_13,Al28,Alegria,1,Afirmacion,3.116103411,1
Bloque1,118,2.5,En28_4,En28,Enojo,2,Afirmacion,15.71231937,2
Bloque1,118,0.25,Al28_7,Al28,Alegria,1,Ruego,1.100150943,2
Bloque1,118,0.25,Al78_12,Al78,Alegria,1,Afirmacion,6.49843359,1
Bloque1,118,2.5,Al28_7,Al28,Alegria,1,Ruego,10.1807394,2
Bloque1,118,0.25,Al75_7,Al75,Alegria,1,Ruego,1.516725779,2
Bloque1,118,0.25,En75_10,En75,Enojo,2,Exigencia,1.316714525,1
Bloque1,118,2.5,En28_8,En28,Enojo,2,Exigencia,1.483297825,1
Bloque1,118,0.25,Tr75_6,Tr75,Tristeza,3,Ruego,1.483322859,1
Bloque1,118,0.25,Al78_4,Al78,Alegria,1,Exigencia,0.966782212,2
Bloque1,118,2.5,Al19_13,Al19,Alegria,1,Ruego,2.083159924,2
Bloque1,118,0.25,Al78_15,Al78,Alegria,1,Afirmacion,6.131868362,1
Bloque1,118,2.5,En19_4,En19,Enojo,2,Exigencia,1.150225759,1
Bloque1,118,2.5,En75_9,En75,Enojo,2,Exigencia,1.833317161,1
Bloque1,118,0.25,En78_8,En78,Enojo,2,Exigencia,2.033204794,1
Bloque1,118,0.25,Tr75_12,Tr75,Tristeza,3,Ruego,1.683263659,1
Bloque1,119,0.25,Tr28_2,Tr28,Tristeza,3,Ruego,0.950187206,1
Bloque1,119,2.5,En75_12,En75,Enojo,2,Exigencia,1.416736722,1
Bloque1,119,0.25,Al78_11,Al78,Alegria,1,Afirmacion,0.90016818,1
Bloque1,119,0.25,Al78_8,Al78,Alegria,1,Afirmacion,1.533235431,1
Bloque1,119,0.25,En28_6,En28,Enojo,2,Exigencia,2.89954114,1
Bloque1,119,0.25,Al19_14,Al19,Alegria,1,Afirmacion,5.615495205,1
Bloque1,119,2.5,En78_1,En78,Enojo,2,Exigencia,8.397574425,1
Bloque1,119,2.5,Al78_15,Al78,Alegria,1,Afirmacion,3.532730579,1
Bloque1,119,0.25,Al75_14,Al75,Alegria,1,Afirmacion,1.833139539,1
Bloque1,119,2.5,Al75_2,Al75,Alegria,1,Afirmacion,2.699463844,1
Bloque1,119,0.25,En75_12,En75,Enojo,2,Ruego,1.266730189,2
Bloque1,119,2.5,Tr78_8,Tr78,Tristeza,3,Ruego,3.066224575,1
Bloque1,119,0.25,Tr78_15,Tr78,Tristeza,3,Ruego,1.466595054,1
Bloque1,119,0.25,Tr78_5,Tr78,Tristeza,3,Ruego,2.499583483,1
Bloque1,119,2.5,Al19_5,Al19,Alegria,1,Afirmacion,1.516748309,1
Bloque1,119,2.5,Tr75_10,Tr75,Tristeza,3,Ruego,5.515256405,1
Bloque1,119,2.5,Tr75_4,Tr75,Tristeza,3,Ruego,2.999769211,1
Bloque1,119,0.25,Tr28_5,Tr28,Tristeza,3,Ruego,3.366050959,1
Bloque1,119,0.25,En75_11,En75,Enojo,2,Exigencia,1.36675477,1
Bloque1,119,0.25,Al75_6,Al75,Alegria,1,Afirmacion,0.850181341,1
Bloque1,119,0.25,En78_1,En78,Enojo,2,Exigencia,4.649003983,1
Bloque1,119,2.5,Tr19_4,Tr19,Tristeza,3,Afirmacion,5.215583801,2
Bloque1,119,0.25,Tr28_11,Tr28,Tristeza,3,Ruego,1.683043361,1
Bloque1,119,0.25,Al19_7,Al19,Alegria,1,Afirmacion,1.366671324,1
Bloque1,119,0.25,En28_1,En28,Enojo,2,Exigencia,2.549350262,1
Bloque1,119,0.25,Tr19_6,Tr19,Tristeza,3,Afirmacion,1.93296957,2
Bloque1,119,0.25,Tr78_7,Tr78,Tristeza,3,Ruego,0.850018024,1
Bloque1,119,2.5,Tr19_15,Tr19,Tristeza,3,Exigencia,0.700201094,2
Bloque1,119,2.5,Al28_4,Al28,Alegria,1,Afirmacion,0.916612387,1
Bloque1,119,2.5,Tr78_5,Tr78,Tristeza,3,Exigencia,2.199824333,2
Bloque1,119,2.5,Tr28_12,Tr28,Tristeza,3,Ruego,0.750203133,1
Bloque1,119,0.25,Al28_2,Al28,Alegria,1,Afirmacion,0.6501531,1
Bloque1,119,0.25,En19_8,En19,Enojo,2,Exigencia,1.166704655,1
Bloque1,119,0.25,Tr19_9,Tr19,Tristeza,3,Afirmacion,2.449542046,2
Bloque1,119,2.5,Al78_10,Al78,Alegria,1,Afirmacion,0.600319803,1
Bloque1,119,2.5,Al75_15,Al75,Alegria,1,Afirmacion,0.700334132,1
Bloque1,119,2.5,Tr28_6,Tr28,Tristeza,3,Ruego,1.466781974,1
Bloque1,119,0.25,Tr75_14,Tr75,Tristeza,3,Ruego,1.116852522,1
Bloque1,119,2.5,En75_13,En75,Enojo,2,Exigencia,0.850271046,1
Bloque1,119,2.5,Tr75_8,Tr75,Tristeza,3,Ruego,0.69990617,1
Bloque1,119,0.25,En75_7,En75,Enojo,2,Exigencia,0.916520953,1
Bloque1,119,2.5,Tr19_10,Tr19,Tristeza,3,Exigencia,7.164796829,2
Bloque1,119,2.5,Tr19_2,Tr19,Tristeza,3,Exigencia,1.733089089,2
Bloque1,119,0.25,Tr75_15,Tr75,Tristeza,3,Ruego,6.148227215,1
Bloque1,119,0.25,En19_1,En19,Enojo,2,Exigencia,1.016829371,1
Bloque1,119,0.25,Tr78_2,Tr78,Tristeza,3,Ruego,0.80019623,1
Bloque1,119,2.5,Al19_9,Al19,Alegria,1,Afirmacion,0.800171256,1
Bloque1,119,2.5,Tr28_11,Tr28,Tristeza,3,Ruego,0.750251353,1
Bloque1,119,2.5,En78_6,En78,Enojo,2,Exigencia,0.700181067,1
Bloque1,119,2.5,Al28_14,Al28,Alegria,1,Afirmacion,0.650380731,1
Bloque1,119,0.25,Tr19_10,Tr19,Tristeza,3,Exigencia,3.666012764,2
Bloque1,119,2.5,En19_2,En19,Enojo,2,Exigencia,2.699746847,1
Bloque1,119,0.25,En78_5,En78,Enojo,2,Exigencia,2.799540281,1
Bloque1,119,2.5,Al75_5,Al75,Alegria,1,Afirmacion,1.000170946,1
Bloque1,119,0.25,En28_9,En28,Enojo,2,Exigencia,1.416651487,1
Bloque1,119,2.5,Tr19_1,Tr19,Tristeza,3,Afirmacion,1.632864594,2
Bloque1,119,0.25,Al28_3,Al28,Alegria,1,Afirmacion,0.700377405,1
Bloque1,119,0.25,En28_5,En28,Enojo,2,Exigencia,2.299851179,1
Bloque1,119,2.5,Tr78_15,Tr78,Tristeza,3,Exigencia,1.683216095,2
Bloque1,119,0.25,Al78_10,Al78,Alegria,1,Afirmacion,1.100232959,1
Bloque1,119,0.25,Tr75_7,Tr75,Tristeza,3,Ruego,0.750492334,1
Bloque1,119,0.25,Tr75_5,Tr75,Tristeza,3,Ruego,0.900156617,1
Bloque1,119,0.25,En75_14,En75,Enojo,2,Exigencia,0.700254202,1
Bloque1,119,0.25,En75_2,En75,Enojo,2,Exigencia,0.850131333,1
Bloque1,119,0.25,Al78_6,Al78,Alegria,1,Afirmacion,1.066868424,1
Bloque1,119,0.25,Tr75_4,Tr75,Tristeza,3,Ruego,0.600130558,1
Bloque1,119,0.25,Tr75_3,Tr75,Tristeza,3,Ruego,0.60025239,1
